ID	Stromal_score	Immune_score	ESTIMATE_score
TCGA-QK-A6IG-01	-655.62	478.51	-177.11
TCGA-QK-A6IH-01	-613.48	0.93	-612.55
TCGA-QK-A6II-01	-1334.43	347.87	-986.57
TCGA-QK-A6IJ-01	-1098.99	835.43	-263.57
TCGA-QK-A6V9-01	-1718.18	702.99	-1015.19
TCGA-QK-A6VB-01	-1153.94	-740.09	-1894.03
TCGA-QK-A6VC-01	-436.32	989.93	553.61
TCGA-QK-A8Z7-01	-996.99	-677.08	-1674.07
TCGA-QK-A8Z8-01	-1309.44	-388.6	-1698.04
TCGA-QK-A8Z9-01	922.26	556.72	1478.98
TCGA-QK-A8ZA-01	-1616.25	-808.97	-2425.22
TCGA-QK-A8ZB-01	-336.69	-77.47	-414.16
TCGA-QK-AA3J-01	-1643.82	-196.31	-1840.13
TCGA-QK-AA3K-01	724.7	628.07	1352.78
TCGA-RS-A6TO-01	-322.62	502.78	180.17
